audio_file,text,full_audio_path,translated_text
7850-73752-0014,AND NOW ALL HAD ENDED SO HAPPILY,/content/audios/7850-73752-0014.flac, And now all had ended so happily.
7850-73752-0015,WAS IT NOT ALL A DREAM OF HIS OWN CREATION WHILE HIS EYE HAD BEEN FIXED IN ABSTRACTION ON THAT BRIGHT AND FLOWING RIVER,/content/audios/7850-73752-0015.flac, Was it not all a dream of his own creation while his eye had been fixed in abstraction on that bright and flowing river?
7850-73752-0016,HE MIGHT BE ENCHANTED BUT THAT WAS THE TALISMAN,/content/audios/7850-73752-0016.flac," He might be enchanted, but that was the talisman."
7850-73752-0017,IN THE PRESENT UNSETTLED THOUGH HOPEFUL STATE OF AFFAIRS FERDINAND WOULD NOT GO HOME,/content/audios/7850-73752-0017.flac," In the present unsettled, though hopeful state of affairs, Ferdinand would not go home."
7850-73752-0018,IN EXACTLY TEN MINUTES IT IS IN THE POWER OF EVERY MAN TO FREE HIMSELF FROM ALL THE TUMULT OF THE WORLD THE PANGS OF LOVE THE THROBS OF AMBITION THE WEAR AND TEAR OF PLAY THE RECRIMINATING BOUDOIR THE CONSPIRING CLUB THE RATTLING HELL AND FIND HIMSELF IN A SUBLIME SYLVAN SOLITUDE SUPERIOR TO THE CEDARS OF LEBANON AND INFERIOR ONLY IN EXTENT TO THE CHESTNUT FORESTS OF ANATOLIA,/content/audios/7850-73752-0018.flac," In exactly ten minutes it is in the power of every man to free himself from all the tumult of the world, the pangs of love, the throbs of ambition, the wear and tear of play, the recriminating buddhwar, the conspiring club, the rattling hell, and find himself in a sublime Sylvan solitude superior to the cedars of Lebanon, an inferior only in extent to the chestnut forest of Anatolia."
7850-73752-0019,IS PAPA ALONE ENQUIRED MISS TEMPLE,/content/audios/7850-73752-0019.flac, Is Papa alone in Quiredness Temple?
7976-105575-0000,GRANT WAS ONLY A FEW MILES AWAY BUT ALTHOUGH COMMANDER IN CHIEF HE KNEW NOTHING OF THE HARDEST FOUGHT BATTLE OF THE CIVIL WAR UNTIL IT WAS OVER,/content/audios/7976-105575-0000.flac," Grant was only a few miles away, but although the commander in chief, he knew nothing of the hardest fought battle of the Civil War until it was over."
7976-105575-0001,MY OWN REGIMENT WAS IN THE ADVANCE,/content/audios/7976-105575-0001.flac, My own regiment was in the advance.
7976-105575-0002,OUR BRIGADE WAS FEARFULLY OUTNUMBERED,/content/audios/7976-105575-0002.flac, Our brigade was fearfully outnumbered.
7976-105575-0003,THERE WERE NO BREASTWORKS YET THAT ONE LITTLE BRIGADE OF HAMILTON'S DIVISION STOOD THERE IN THE OPEN AND REPULSED ASSAULT AFTER ASSAULT,/content/audios/7976-105575-0003.flac," There were no breastworks, yet that one little brigade of Hamilton's division stood there in the open and repulsed assault after assault."
7976-105575-0004,NOT BALAKLAVA NOR THE ALMA SAW SUCH FIGHTING IT WAS A DUEL TO THE DEATH,/content/audios/7976-105575-0004.flac," Not by the clava, nor the alma saw such fighting. It was the duel to the death."
7976-105575-0005,NO BATTERY IN THE WHOLE FOUR YEARS WAR LOST SO MANY MEN IN SO SHORT A TIME,/content/audios/7976-105575-0005.flac, No battery in the whole four years' war lost so many men and so short a time.
7976-105575-0006,ONE DARING REBEL WAS SHOT DOWN AND BAYONETED CLEAR BEHIND THE LINE OF COMPANY B WHERE HE HAD BROKEN THROUGH TO SEIZE THE FLAG OF MY REGIMENT,/content/audios/7976-105575-0006.flac," One daring rebel was shot down and bayoneted, clear behind the line of company B, where he had broken through to seize the flag of my regiment."
7976-105575-0007,THAT NIGHT THE ENEMY SLIPPED AWAY LEAVING HUNDREDS AND HUNDREDS OF HIS DEAD AND WOUNDED ON THE FIELD,/content/audios/7976-105575-0007.flac," That night the enemy slipped away, leaving hundreds and hundreds of his dead and wounded on the field."
7976-105575-0008,WITH A FEW LANTERNS OUR MEN THEN WENT ABOUT AND TRIED TO GATHER UP THE WOUNDED THE DEAD WERE LEFT TILL MORNING,/content/audios/7976-105575-0008.flac," With a few lanterns, our men then went about and tried to gather up the wounded. The dead were left till morning."
7976-105575-0009,IT WAS NOT A QUESTION WHO WAS DEAD OR WOUNDED BUT WHO WAS NOT,/content/audios/7976-105575-0009.flac," It was not a question of who was dead or wounded, but who was not?"
7976-105575-0010,FIFTEEN OFFICERS OF OUR LITTLE HALF REGIMENT WERE DEAD OR WOUNDED,/content/audios/7976-105575-0010.flac, 15 officers of our little half regiment were dead or wounded.
7976-105575-0011,I REMAINED AWAKE ALL NIGHT TALKING WITH A COMRADE WHO SHARED MY BLANKET WITH ME POOR JIMMY KING,/content/audios/7976-105575-0011.flac," I remained awake all night, talking with a comrade who shared my blanket with me. Poor Jimmy King."
7976-105575-0012,HE SURVIVED THE WAR ONLY TO BE MURDERED LATER ON A PLANTATION IN MISSISSIPPI,/content/audios/7976-105575-0012.flac, He survived the war only to be murdered later on a plantation in Mississippi.
7976-105575-0013,WHEN MORNING CAME THE FIRING OPENED AND FOR ALL THAT DAY THE BATTLE RAGED FIERCELY AT THE LEFT AND CENTER LEFT WE GETTING THE WORST OF IT TOO,/content/audios/7976-105575-0013.flac," When morning came, the firing opened, and for all that day the battle raged fiercely at the left and center left. We getting the worst of it too."
7976-105575-0014,THAT EVENING AN ORDER CAME FOR US HAMILTON'S DIVISION TO ASSAULT THE ENEMY'S LEFT FLANK AT MIDNIGHT,/content/audios/7976-105575-0014.flac," That evening an order came for us, Hamilton's division, to assault the enemy's left flank at midnight."
7976-105575-0015,UNDER THE SAME QUIET MOONLIGHT AND ONLY SIX HUNDRED YARDS AWAY FROM US ALSO LAY THE VICTORIOUS REBEL ARMY,/content/audios/7976-105575-0015.flac," Under the same quiet moonlight and only 600 yards away from us, also lay the victorious Rebel Army."
7976-105575-0016,ONCE IN THE NIGHT I SLIPPED AWAY FROM THE BIVOUAC AND HURRIED TO THE OLD TISHIMINGO HOTEL TO SEE A LIEUTENANT OF MY COMPANY WHO HAD BEEN SHOT THROUGH THE BREAST,/content/audios/7976-105575-0016.flac," Once in a night, I slipped away from the Bivouac and hurried to the old Tishimingo Hotel to see a lieutenant of my company who had been shot through the breast."
7976-105575-0017,I COULD NOT HELP MY FRIEND,/content/audios/7976-105575-0017.flac, I could not help my friend.
7976-105575-0018,GO BACK TO THE REGIMENT HE SAID SMILING ALL WILL BE NEEDED,/content/audios/7976-105575-0018.flac, Go back to the regiment he said smiling. All will be needed.
7976-105575-0019,MY FRIEND WITH MANY OTHERS WAS BEING CARRIED OUT TO DIE ELSEWHERE,/content/audios/7976-105575-0019.flac," My friend, with many others, was being carried out to die elsewhere."
7976-105575-0020,I HASTENED BACK TO THE LINES,/content/audios/7976-105575-0020.flac, I hasten back to the lines.
7976-105575-0021,THE CLOUD OF REBELS WE HAD SEEN DIVIDED ITSELF INTO THREE COLUMNS,/content/audios/7976-105575-0021.flac, The cloud or rebels we had seen divided itself into three columns.
7976-105575-0022,A PERFECT BLAZE OF CLOSE RANGE MUSKETRY TOO MOWED THEM DOWN LIKE GRASS,/content/audios/7976-105575-0022.flac, A perfect blaze of close range musketry to move them down like grass.
7976-105575-0023,THEY LAY IN HEAPS OF DOZENS EVEN CLOSE UP TO THE WORKS,/content/audios/7976-105575-0023.flac," They lay in heaps of dozens, even close up to the works."
7976-105575-0024,THAT NIGHT I STOOD GUARD UNDER AN OAK TREE ON THE BATTLEFIELD AMONG THE UNBURIED DEAD,/content/audios/7976-105575-0024.flac," That night I stood guard under an oak tree on the battlefield, among the unburied dead."
7976-105575-0025,INDEED WE OF THE RANK AND FILE HAD LITTLE CONFIDENCE IN GRANT IN THOSE DAYS,/content/audios/7976-105575-0025.flac," Indeed, we of the rank and file had little confidence in grant in those days."
7976-105575-0026,ROSECRANS PROTESTED IT WAS IN VAIN,/content/audios/7976-105575-0026.flac, Rose Crance protested. It was in vain.
7976-105575-0027,IT REQUIRED MONTHS AND GREAT EVENTS TO MAKE GRANT THE HERO OF THE ARMY WHICH HE AFTERWARD BECAME,/content/audios/7976-105575-0027.flac, It required months and great events to make grant the hero of the army which he afterward became.
7976-105575-0028,FOR SOME REASON THE DEAD AT HATCHIE BRIDGE WERE NOT BURIED,/content/audios/7976-105575-0028.flac," For some reason, the dead at Hatchee Bridge were not buried."
7976-105575-0029,A WEEK AFTER THE BATTLE MY BROTHER RODE BY THERE ON A CAVALRY EXPEDITION AND MADE THE HORRIBLE DISCOVERY THAT HOGS WERE EATING UP THE BODIES OF OUR DEAD HEROES THAT TOO WAS WAR,/content/audios/7976-105575-0029.flac," A week after the battle, my brother rode by there on a cavalry expedition and made the horrible discovery that hogs were eating up the bodies of our dead heroes. That too was war."
7976-110124-0000,LONG AGO THERE LIVED A MERCHANT WHO HAD THREE DAUGHTERS,/content/audios/7976-110124-0000.flac," Long ago, they lived in Merchant who had three daughters."
7976-110124-0001,EVERY YEAR AT A CERTAIN DAY OF A CERTAIN MONTH HE WENT AWAY TO A DISTANT CITY TO COLLECT MONEY ON AN ACCOUNT,/content/audios/7976-110124-0001.flac," Every year, at a certain day of a certain month, he went away to a distant city to collect money when an account."
7976-110124-0002,HOW DO YOU KNOW ASKED THEIR FATHER I AM OLDER AND WISER THAN YOU ARE AND I KNOW THAT THERE ARE MANY EVILS WHICH MIGHT COME UPON YOU,/content/audios/7976-110124-0002.flac," How do you know, Astor Father? I am older and wiser than you are, and I know that there are many evils which might come upon you."
7976-110124-0003,WHEN IT WAS EVENING HE LED HIS BAND INTO A NEARBY STREET AND IN HIS DISGUISE APPROACHED THE MERCHANT'S HOUSE HE KNOCKED AT THE DOOR,/content/audios/7976-110124-0003.flac," When it was evening, he led his band into a nearby street and in his disguise approached the merchant's house. He knocked at the door."
7976-110124-0004,HAVE PITY UPON A POOR UNFORTUNATE ONE HE CALLED OUT,/content/audios/7976-110124-0004.flac," Have pity upon a poor unfortunate one,"" he called out."
7976-110124-0005,LET ME ENTER I PRAY YOU TO PASS THE NIGHT UNDER YOUR ROOF,/content/audios/7976-110124-0005.flac," Let me enter, I pray you, to pass the night under your roof."
7976-110124-0006,IT'S SURELY A TERRIBLE STORM OUTSIDE SAID THE MERCHANT'S ELDEST DAUGHTER AS THE WIND RATTLED THE TILES OF THE ROOF AND THE RAIN BEAT IN TORRENTS AGAINST THE DOORS AND WINDOWS,/content/audios/7976-110124-0006.flac," It's surely a terrible storm outside, so the merchant's eldest daughter, as the wind rattled the tiles of the roof and the rain beat in torrents against the doors and windows."
7976-110124-0007,HE IS OLD AS WELL AS POOR SHE SAID,/content/audios/7976-110124-0007.flac," He is old as well as poor, she said."
7976-110124-0008,IF WE DECIDE TO SHOW MERCY TO THIS POOR BEGGAR IT IS NOT FOR YOU TO OPPOSE IT,/content/audios/7976-110124-0008.flac," If we decide to share mercy to this poor beggar, it is not for you to oppose it."
7976-110124-0009,BUI WE SHOULD NOT FORGET OUR PROMISE TO OUR FATHER CRIED THE YOUNGEST DAUGHTER,/content/audios/7976-110124-0009.flac," But we should not forget our promise to our father, cried the youngest daughter."
7976-110124-0010,HOWEVER IN SPITE OF ALL SHE COULD SAY THE ELDER SISTERS OPENED THE DOOR AND ADMITTED THE BEGGAR,/content/audios/7976-110124-0010.flac," However, in spite of all she could say, the elder sisters opened the door and admitted the bigger."
7976-110124-0011,IT IS A FEARFUL NIGHT TO SEND AWAY A BEGGAR SAID THE ELDEST SISTER WHILE THEY WERE EATING,/content/audios/7976-110124-0011.flac," It is a fearful night to send away a bigger, said the eldest sister while they were eating."
7976-110124-0012,WHILE THEY WERE TALKING THE BEGGAR HAD TAKEN THE APPLES WHICH THE GIRLS WERE TO EAT FOR DESSERT AND HAD SPRINKLED A SLEEPING POWDER OVER THEM,/content/audios/7976-110124-0012.flac," While they were talking, the beggar had taken the apples, which the girls were to eat for dessert, and had sprinkled a sleeping powder over them."
7976-110124-0013,THE TWO ELDEST ATE THEIR APPLES BUT THE YOUNGEST COULD NOT EAT THAT NIGHT SHE THREW THE APPLE AWAY,/content/audios/7976-110124-0013.flac," The two eldest ate their apples, but the youngest could not eat that night. She threw the apple away."
7976-110124-0014,SHE DID NOT STIR AND HE KNEW THAT THE SLEEPING POWDER HAD THOROUGHLY DONE ITS WORK,/content/audios/7976-110124-0014.flac," She did not stir, and he knew that the sleeping powder had thoroughly done its work."
7976-110124-0015,THEN SHE HEARD HIM GO DOWN THE STAIRWAY AND UNBOLT THE HEAVY DOORS WHICH LED INTO THE STORE,/content/audios/7976-110124-0015.flac, Then she hurt him go down the stairway and unbolt the heavy doors which led into the store.
7976-110124-0016,IT WAS THE YOUNGEST ONE WHO DECEIVED ME CRIED THE ROBBER CHIEFTAIN,/content/audios/7976-110124-0016.flac," It was the youngest one who deceived me, cried the Robert Chieftain."
7976-110124-0017,PERHAPS YOU CAN OUTWIT HER YET CRIED ANOTHER,/content/audios/7976-110124-0017.flac," Perhaps we can outlet her yet, cry another."
7976-110124-0018,THE MERCHANT'S DAUGHTER AT FIRST DID NOT ANSWER BUT AS HE KEPT ON CALLING TO HER SHE FINALLY ASKED HIM WHAT IT WAS THAT HE WANTED,/content/audios/7976-110124-0018.flac," The merchant's daughter at first did not answer, but as he kept on calling to her, she finally asked him what it was that he wanted."
7976-110124-0019,I PROMISE YOU I WILL DO YOU NO HARM,/content/audios/7976-110124-0019.flac, I promise you I will do you no harm.
7976-110124-0020,YOU SHALL NOT COME INTO MY FATHER'S HOUSE,/content/audios/7976-110124-0020.flac, you shall not come into my father's house.
7976-110124-0021,PASS THE CHARM OUT TO ME THEN SAID THE ROBBER,/content/audios/7976-110124-0021.flac," Pass the charm out to me then,"" said the robber."
7976-110124-0022,WHEN SHE RETURNED HIS HAND WAS STICKING THROUGH THE HOLE IN THE DOOR,/content/audios/7976-110124-0022.flac," When she returned, his hand was sticking through the hole in the door."
7976-110124-0023,THE CRIES AND CURSES OF THE ROBBERS FILLED THE AIR,/content/audios/7976-110124-0023.flac, The cries and curses of the robbers filled the air.
7976-110124-0024,THEY TRIED IN VAIN TO BREAK DOWN THE GREAT DOORS,/content/audios/7976-110124-0024.flac, They tried and vain to break down the great doors.
7976-110124-0025,ALL MY WORRIES ABOUT YOU WERE FOOLISH,/content/audios/7976-110124-0025.flac, All my worries about you were foolish.
7976-110523-0000,HE HAD LITTLE ENOUGH TO BREAK OR BITE AND ONCE WHEN THERE WAS A GREAT FAMINE IN THE LAND HE COULD HARDLY PROCURE EVEN HIS DAILY BREAD AND AS HE LAY THINKING IN HIS BED ONE NIGHT HE SIGHED AND SAID TO HIS WIFE WHAT WILL BECOME OF US,/content/audios/7976-110523-0000.flac," He had little enough to break or bite, and once, when there was a great famine in the land, he could hardly procure even his daily bread. And as he lay thinking in his bed one night, he sighed and said to his wife, What will become of us?"
7976-110523-0001,HOW CAN WE FEED OUR CHILDREN WHEN WE HAVE NO MORE THAN WE CAN EAT OURSELVES,/content/audios/7976-110523-0001.flac, How can we feed our children when we have no more than we can eat ourselves?
7976-110523-0002,OH YOU SIMPLETON SAID SHE THEN WE MUST ALL FOUR DIE OF HUNGER YOU HAD BETTER PLANE THE COFFINS FOR US,/content/audios/7976-110523-0002.flac," Oh, you simpleton said she. Then we must all for die of hunger. You had better plan the coffins for us."
7976-110523-0003,BUT SHE LEFT HIM NO PEACE TILL HE CONSENTED SAYING AH BUT I SHALL MISS THE POOR CHILDREN,/content/audios/7976-110523-0003.flac," But she left him no peace till he consented, saying, Ah, but I shall miss the poor children."
7976-110523-0004,AND AS SOON AS THEIR PARENTS HAD GONE TO SLEEP HE GOT UP PUT ON HIS COAT AND UNBARRING THE BACK DOOR WENT OUT,/content/audios/7976-110523-0004.flac," and as soon as their parents had gone to sleep, he got up, put on his coat, and unbarring the back door went out."
7976-110523-0005,AH FATHER SAID HANSEL I AM LOOKING AT MY WHITE CAT SITTING UPON THE ROOF OF THE HOUSE AND TRYING TO SAY GOOD BYE,/content/audios/7976-110523-0005.flac," Ah, father,"" said Hansel. I am looking at my white cat, sitting upon the roof of the house, and trying to say goodbye."
7976-110523-0006,BUT IN REALITY HANSEL WAS NOT LOOKING AT A CAT BUT EVERY TIME HE STOPPED HE DROPPED A PEBBLE OUT OF HIS POCKET UPON THE PATH,/content/audios/7976-110523-0006.flac," But in reality, Hansel was not looking at a cat. But every time he stopped, he dropped a pebble out of his pocket upon the path."
7976-110523-0007,BUT HER HUSBAND FELT HEAVY AT HEART AND THOUGHT IT WERE BETTER TO SHARE THE LAST CRUST WITH THE CHILDREN,/content/audios/7976-110523-0007.flac," But her husband felt heavy at heart and thought, it were better to share the last crust with the children."
7976-110523-0008,EARLY IN THE MORNING THE STEPMOTHER CAME AND PULLED THEM OUT OF BED AND GAVE THEM EACH A SLICE OF BREAD WHICH WAS STILL SMALLER THAN THE FORMER PIECE,/content/audios/7976-110523-0008.flac," Early in the morning, the stepmother came and pulled them out of bed and gave them each a slice of bread, which was still smaller than the former piece."
7976-110523-0009,WE ARE GOING INTO THE FOREST TO HEW WOOD AND IN THE EVENING WHEN WE ARE READY WE WILL COME AND FETCH YOU AGAIN,/content/audios/7976-110523-0009.flac," We are going into the forest to Hugh Wood, and in the evening, when we're ready, we will come and fetch you again."
7976-110523-0010,HANSEL THOUGHT THE ROOF TASTED VERY NICE AND SO HE TORE OFF A GREAT PIECE WHILE GRETHEL BROKE A LARGE ROUND PANE OUT OF THE WINDOW AND SAT DOWN QUITE CONTENTEDLY,/content/audios/7976-110523-0010.flac, Hansel thought the roof tasted very nice and so he tore off a great piece. While Gretel broke a large round pain out of the window and sat down quite contentedly.
7976-110523-0011,COME IN AND STOP WITH ME AND NO HARM SHALL COME TO YOU AND SO SAYING SHE TOOK THEM BOTH BY THE HAND AND LED THEM INTO HER COTTAGE,/content/audios/7976-110523-0011.flac," come in and stop with me and no harm shall come to you."" And so saying, she took them both by the hand and led them into her cottage."
7976-110523-0012,THE OLD WOMAN BEHAVED VERY KINDLY TO THEM BUT IN REALITY SHE WAS A WICKED OLD WITCH WHO WAY LAID CHILDREN AND BUILT THE BREADHOUSE IN ORDER TO ENTICE THEM IN BUT AS SOON AS THEY WERE IN HER POWER SHE KILLED THEM COOKED AND ATE THEM AND MADE A GREAT FESTIVAL OF THE DAY,/content/audios/7976-110523-0012.flac," The old woman behaved very kindly to them, but in reality she was a bigot old witch, who waylaid children and built the breadhouse in order to entice them in. But as soon as they were in her power, she killed them, cooked them and ate them, and made a great festival of the day."
7976-110523-0013,THEN SHE TOOK UP HANSEL WITH HER ROUGH HAND AND SHUT HIM UP IN A LITTLE CAGE WITH A LATTICE DOOR AND ALTHOUGH HE SCREAMED LOUDLY IT WAS OF NO USE,/content/audios/7976-110523-0013.flac," Then she took up Hansel with her rough hand and shut him up in a little cage with a lattice door. And although he screamed loudly, it was of no use."
7976-110523-0014,GRETHEL BEGAN TO CRY BUT IT WAS ALL USELESS FOR THE OLD WITCH MADE HER DO AS SHE WANTED,/content/audios/7976-110523-0014.flac," Gretel began to cry, but it was all useless for the old witch made her do as she wanted."
7976-110523-0015,GRETHEL SHE CRIED IN A PASSION GET SOME WATER QUICKLY BE HANSEL FAT OR LEAN THIS MORNING I WILL KILL AND COOK HIM,/content/audios/7976-110523-0015.flac," Gretel, she cried in a passion. Get some water quickly. Be handsel, fat or lean, this morning I will kill and cook him."
7976-110523-0016,DEAR GOOD GOD HELP US NOW SHE PRAYED,/content/audios/7976-110523-0016.flac," Dear, good God, help us now, she prayed."
7976-110523-0017,CREEP IN SAID THE WITCH AND SEE IF IT IS HOT ENOUGH AND THEN WE WILL PUT IN THE BREAD BUT SHE INTENDED WHEN GRETHEL GOT IN TO SHUT UP THE OVEN AND LET HER BAKE SO THAT SHE MIGHT EAT HER AS WELL AS HANSEL,/content/audios/7976-110523-0017.flac," Creep in, said the witch, and see if it is hot enough, and then we will put in the bread. But she intended, when Greta got in, to shut up the oven and let her bake so that she might eat her as well as Hansel."
7976-110523-0018,SEE I COULD EVEN GET IN MYSELF,/content/audios/7976-110523-0018.flac," See, I could even get in myself."
7976-110523-0019,AND SHE GOT UP AND PUT HER HEAD INTO THE OVEN,/content/audios/7976-110523-0019.flac, and she got up and put her head into the oven.
7976-110523-0020,AND NOW AS THERE WAS NOTHING TO FEAR THEY WENT BACK TO THE WITCH'S HOUSE WHERE IN EVERY CORNER WERE CASKETS FULL OF PEARLS AND PRECIOUS STONES,/content/audios/7976-110523-0020.flac," And now, as there was nothing to fear, they went back to the witch's house, where in every corner were caskets full of pearls and precious stones."
7976-110523-0021,THEN THEY BEGAN TO RUN AND RUSHING INTO THE HOUSE THEY FELL UPON THEIR FATHER'S NECK,/content/audios/7976-110523-0021.flac, Then they began to run and rushing into the house they fell upon their father's neck.
8297-275154-0000,NOT HAVING HEARD FROM CAPTAIN BENNYDECK FOR SOME LITTLE TIME RANDAL THOUGHT IT DESIRABLE IN SYDNEY'S INTERESTS TO MAKE INQUIRIES AT HIS CLUB,/content/audios/8297-275154-0000.flac," Not having heard from Captain Benedick for some little time, Randall thought it desirable in Sydney's interest to make inquiries at his club."
8297-275154-0001,THE SAILING MASTER ANNOUNCED THAT HE HAD ORDERS TO TAKE THE VESSEL BACK TO HER PORT WITH NO OTHER EXPLANATION THAN THAT THE CRUISE WAS OVER,/content/audios/8297-275154-0001.flac," The sailing master announced that he had orders to take the vessel back to her port, with no other explanation than that the cruise was over."
8297-275154-0002,THIS ALTERNATIVE IN THE CAPTAIN'S PLANS TERMINATING THE VOYAGE A MONTH EARLIER THAN HIS ARRANGEMENTS HAD CONTEMPLATED PUZZLED RANDAL,/content/audios/8297-275154-0002.flac," This alternative in the captain's plans, terminating the voyage a month earlier than his arrangements had contemplated, puzzled Randall."
8297-275154-0003,RANDAL WAITED A WHILE IN LONDON ON THE CHANCE THAT BENNYDECK MIGHT PAY HIM A VISIT,/content/audios/8297-275154-0003.flac," Randle waited while in London, on the chance that Benedict might pay him a visit."
8297-275154-0004,HE IS STAYING AT THIS HOTEL TO TRY THE AIR OF SYDENHAM AND HE FINDS THAT IT AGREES WITH HIM,/content/audios/8297-275154-0004.flac, He is staying at this hotel to try the air of Saitanam and he finds that it agrees with him.
8297-275154-0005,HAD HER BEAUTY FASCINATED HIM,/content/audios/8297-275154-0005.flac, had her beauty fascinated him.
8297-275154-0006,RANDAL WROTE TO ACCEPT THE INVITATION DETERMINING TO PRESENT HIMSELF BEFORE THE APPOINTED HOUR AND TO QUESTION CATHERINE PRIVATELY WITHOUT GIVING HER THE ADVANTAGE OVER HIM OF PREPARING HERSELF FOR THE INTERVIEW,/content/audios/8297-275154-0006.flac," Randall wrote to accept the invitation, determining to present himself before the appointed hour, and to question Catherine privately, without giving her the advantage over him of preparing herself for the interview."
8297-275154-0007,AFTER MONTHS OF SEPARATION HE RECEIVED A VISIT FROM HERBERT,/content/audios/8297-275154-0007.flac," After months of separation, he received a visit from Herbert."
8297-275154-0008,YOU DISTRESS ME HERBERT MORE THAN WORDS CAN SAY,/content/audios/8297-275154-0008.flac," You distress me, Herbert. More than words can say."
8297-275154-0009,HE DRANK THE WINE GREEDILY,/content/audios/8297-275154-0009.flac, He drank the wine greedily.
8297-275154-0010,WHATEVER REVIVING EFFECT IT MIGHT OTHERWISE HAVE PRODUCED ON HIM IT MADE NO CHANGE IN THE THREATENING GLOOM OF HIS MANNER,/content/audios/8297-275154-0010.flac," Whatever reviving effect it might otherwise have produced on him, it made no change in the threatening gloom of his manner."
8297-275154-0011,HE PUT DOWN THE EMPTY GLASS TAKING NO NOTICE OF HIS BROTHER'S QUESTION,/content/audios/8297-275154-0011.flac," He put down the empty glass, taking no notice of his brother's question."
8297-275154-0012,RANDAL HE SAID YOU KNOW WHERE SYDNEY IS,/content/audios/8297-275154-0012.flac," Randall, he said, you know where Sydney is."
8297-275154-0013,I WILL DO NEITHER THE ONE NOR THE OTHER,/content/audios/8297-275154-0013.flac, I will do neither the one nor the other.
8297-275154-0014,YOU DON'T KNOW WHAT IT IS TO BE USED TO SEEING A PRETTY CREATURE ALWAYS NICELY DRESSED ALWAYS ABOUT THE ROOM THINKING SO MUCH OF YOU AND SO LITTLE OF HERSELF AND THEN TO BE LEFT ALONE AS I AM LEFT OUT IN THE DARK,/content/audios/8297-275154-0014.flac," You don't know what it is to be used to seeing a pretty creature always nicely dressed, always about the room, thinking so much of you and so little of herself, and then to be left alone as I am left, out in the dark."
8297-275154-0015,I'M ALONE DO YOU HEAR THAT ALONE,/content/audios/8297-275154-0015.flac, I'm alone. Do you hear that? Alone.
8297-275154-0016,I HAVEN'T COURAGE ENOUGH TO DO IT FOR MYSELF,/content/audios/8297-275154-0016.flac, I haven't encouraged enough to do it for myself.
8297-275154-0017,OH WHY DID I ENGAGE THAT GOVERNESS,/content/audios/8297-275154-0017.flac," Oh, why did I engage that governess?"
8297-275154-0018,I'M AFRAID HE SAID,/content/audios/8297-275154-0018.flac," I'm afraid, he said."
8297-275154-0019,I TRIED IT YESTERDAY IT SET MY BRAINS ON FIRE I'M FEELING THAT GLASS I TOOK JUST NOW,/content/audios/8297-275154-0019.flac, I tried it yesterday. It set my brains on fire. I'm feeling that glass I took just now.
8297-275154-0020,HE PAUSED AND PUT HIS HAND TO HIS FEVERED HEAD,/content/audios/8297-275154-0020.flac, He paused and put his hand to his fevered head.
8297-275154-0021,WAS HIS MIND WANDERING INTO SOME OTHER TRAIN OF THOUGHT,/content/audios/8297-275154-0021.flac, was his mind wandering into some other train of thought.
8297-275154-0022,YOU CAN'T DO IT,/content/audios/8297-275154-0022.flac, You can't do it.
8297-275154-0023,LET ME HEAR WHAT IT IS FIRST,/content/audios/8297-275154-0023.flac, Let me hear what it is first.
8297-275154-0024,I FEEL FOR YOU HERBERT HE SAID WARMLY,/content/audios/8297-275154-0024.flac," I feel for you, Herbert. He said warmly."
8297-275154-0025,SHE SHALL HAVE YOUR MESSAGE ALL THAT I CAN DO TO PERSUADE HER SHALL BE DONE,/content/audios/8297-275154-0025.flac," She shall have your message, all that I can do to persuade her shall be done."
8297-275154-0026,LET ME REST A LITTLE HE PLEADED IF I'M NOT IN THE WAY,/content/audios/8297-275154-0026.flac," Let me rest a little, he pleaded, if I'm not in the way."
8297-275154-0027,HE MENTIONED THE NAME OF ONE OF THE OLD SERVANTS AT MOUNT MORVEN WHO HAD ATTACHED HIMSELF TO RANDAL AFTER THE BREAKUP OF THE FAMILY,/content/audios/8297-275154-0027.flac," He mentioned the name of one of the old servants at Mount Morvan, who had attached himself to Randall after the breakup of the family."
8297-275155-0000,ON THE NEXT DAY BUT ONE RANDAL ARRANGED HIS DEPARTURE FOR SYDENHAM SO AS TO ARRIVE AT THE HOTEL AN HOUR BEFORE THE TIME APPOINTED FOR THE DINNER,/content/audios/8297-275155-0000.flac," On the next day but one, Randall arranged his departure for Sidonham, so as to arrive at the hotel an hour before the time appointed for the dinner."
8297-275155-0001,THE NEW NUMBER OF A POPULAR WEEKLY JOURNAL HAD THAT DAY BEEN PUBLISHED RANDAL BOUGHT IT,/content/audios/8297-275155-0001.flac, The new number of a popular weekly journal had that day been published. Randall bought it.
8297-275155-0002,AFTER READING ONE OR TWO OF THE POLITICAL ARTICLES HE ARRIVED AT THE COLUMNS SPECIALLY DEVOTED TO FASHIONABLE INTELLIGENCE,/content/audios/8297-275155-0002.flac," After reading one or two of the political articles, he arrived at the columns specially devoted to fashionable intelligence."
8297-275155-0003,RANDAL LOOKED AGAIN AT THE FIRST WORDS IN THE PARAGRAPH,/content/audios/8297-275155-0003.flac, Randle looked again at the first words in the paragraph.
